sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes,dim_w_mm,dim_outer_d_branch,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_length,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_with_support,dim_support_d
ост-3410752-1120-14-45-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 1120×14 09Г2С ОСТ 34.10.752-97,,,1120,14,,,2.5,45,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,45°-1120x14,False,,,,,,,,,,,,45°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 45°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=45; material=09Г2С; material_grade=09Г2С; gost_designation=45°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-45-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 1120×14 12Х18Н10Т ОСТ 34.10.752-97,,,1120,14,,,2.5,45,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,45°-1120x14,False,,,,,,,,,,,,45°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 45°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=45; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=45°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-60-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1120×14 20 ОСТ 34.10.752-97,,,1120,14,,,2.5,60,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,60°-1120x14,False,,,,,,,,,,,,60°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 60°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=60; material=20; material_grade=20; gost_designation=60°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-60-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1120×14 09Г2С ОСТ 34.10.752-97,,,1120,14,,,2.5,60,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,60°-1120x14,False,,,,,,,,,,,,60°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 60°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=60; material=09Г2С; material_grade=09Г2С; gost_designation=60°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-60-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1120×14 12Х18Н10Т ОСТ 34.10.752-97,,,1120,14,,,2.5,60,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,60°-1120x14,False,,,,,,,,,,,,60°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 60°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=60; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=60°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-90-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1120×14 20 ОСТ 34.10.752-97,,,1120,14,,,2.5,90,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,90°-1120x14,False,,,,,,,,,,,,90°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 90°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=90; material=20; material_grade=20; gost_designation=90°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-90-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1120×14 09Г2С ОСТ 34.10.752-97,,,1120,14,,,2.5,90,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,90°-1120x14,False,,,,,,,,,,,,90°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 90°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=90; material=09Г2С; material_grade=09Г2С; gost_designation=90°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1120-14-90-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1120×14 12Х18Н10Т ОСТ 34.10.752-97,,,1120,14,,,2.5,90,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,90°-1120x14,False,,,,,,,,,,,,90°-1120x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1120 мм × s 14 мм. Угол 90°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1120; wall_thickness=14; angle=90; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=90°-1120x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-30-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 1220×11 20 ОСТ 34.10.752-97,,,1220,11,,,2.5,30,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,30°-1220x11,False,,,,,,,,,,,,30°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 30°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=30; material=20; material_grade=20; gost_designation=30°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-30-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 1220×11 09Г2С ОСТ 34.10.752-97,,,1220,11,,,2.5,30,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,30°-1220x11,False,,,,,,,,,,,,30°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 30°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=30; material=09Г2С; material_grade=09Г2С; gost_designation=30°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-30-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 1220×11 12Х18Н10Т ОСТ 34.10.752-97,,,1220,11,,,2.5,30,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,30°-1220x11,False,,,,,,,,,,,,30°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 30°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=30; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=30°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-45-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 1220×11 20 ОСТ 34.10.752-97,,,1220,11,,,2.5,45,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,45°-1220x11,False,,,,,,,,,,,,45°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 45°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=45; material=20; material_grade=20; gost_designation=45°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-45-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 1220×11 09Г2С ОСТ 34.10.752-97,,,1220,11,,,2.5,45,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,45°-1220x11,False,,,,,,,,,,,,45°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 45°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=45; material=09Г2С; material_grade=09Г2С; gost_designation=45°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-45-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 45° 1220×11 12Х18Н10Т ОСТ 34.10.752-97,,,1220,11,,,2.5,45,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,45°-1220x11,False,,,,,,,,,,,,45°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 45°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=45; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=45°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-60-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1220×11 20 ОСТ 34.10.752-97,,,1220,11,,,2.5,60,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,60°-1220x11,False,,,,,,,,,,,,60°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 60°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=60; material=20; material_grade=20; gost_designation=60°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-60-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1220×11 09Г2С ОСТ 34.10.752-97,,,1220,11,,,2.5,60,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,60°-1220x11,False,,,,,,,,,,,,60°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 60°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=60; material=09Г2С; material_grade=09Г2С; gost_designation=60°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-60-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 60° 1220×11 12Х18Н10Т ОСТ 34.10.752-97,,,1220,11,,,2.5,60,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,60°-1220x11,False,,,,,,,,,,,,60°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 60°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=60; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=60°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-90-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1220×11 20 ОСТ 34.10.752-97,,,1220,11,,,2.5,90,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,90°-1220x11,False,,,,,,,,,,,,90°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 90°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=90; material=20; material_grade=20; gost_designation=90°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-90-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1220×11 09Г2С ОСТ 34.10.752-97,,,1220,11,,,2.5,90,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,90°-1220x11,False,,,,,,,,,,,,90°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 90°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=90; material=09Г2С; material_grade=09Г2С; gost_designation=90°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1220-11-90-12x18н10т,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 90° 1220×11 12Х18Н10Т ОСТ 34.10.752-97,,,1220,11,,,2.5,90,,,12Х18Н10Т,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,12Х18Н10Т,,,90°-1220x11,False,,,,,,,,,,,,90°-1220x11,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1220 мм × s 11 мм. Угол 90°. Сталь 12Х18Н10Т. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1220; wall_thickness=11; angle=90; material=12Х18Н10Т; material_grade=12Х18Н10Т; gost_designation=90°-1220x11; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1420-14-30-20,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 1420×14 20 ОСТ 34.10.752-97,,,1420,14,,,2.5,30,,,20,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,20,,,30°-1420x14,False,,,,,,,,,,,,30°-1420x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1420 мм × s 14 мм. Угол 30°. Сталь 20. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1420; wall_thickness=14; angle=30; material=20; material_grade=20; gost_designation=30°-1420x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
ост-3410752-1420-14-30-09г2с,ОСТ 34.10.752-97,ОСТ 34.10.752-97,отводы,Отводы,ОС,Отвод сварной 30° 1420×14 09Г2С ОСТ 34.10.752-97,,,1420,14,,,2.5,30,,,09Г2С,,pdf/отводы/ОСТ_34.10.752-97.pdf,,,,,,,,09Г2С,,,30°-1420x14,False,,,,,,,,,,,,30°-1420x14,simple,,,,,onbackorder,no,"Отвод секторный сварной по ОСТ 34.10.752-97. D 1420 мм × s 14 мм. Угол 30°. Сталь 09Г2С. Рраб до 2,5 МПа. Масса — по запросу (в источнике не указана).","outer_diameter=1420; wall_thickness=14; angle=30; material=09Г2С; material_grade=09Г2С; gost_designation=30°-1420x14; pn=2.5; pressure_group=22 кгс/см² (2,5 МПа); construction=секторный сварной; connection=сварка встык; data_source=html:ost-34.10.752",,,,,,2.5,,,,,,,,,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,html:ost-34.10.752,,,,,,,,,,
