sku,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,angle,radius,pn,mass_kg,material,material_grade,execution,gost_designation,normative_key,pdf_path,standard_page,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,coating,washer_type,nominal_d_mm,supervised,base_sku,dim_execution,dim_bend_type,dim_radius_ratio,dim_connection,dim_construction,dim_radius_mm,dim_f_mm,dim_h_mm,dim_c_mm,dim_b_mm,dim_gost_designation,description,attributes,dim_w_mm,dim_straight_length,dim_angle_length,dim_bend_length_l,dim_temperature_c,dim_pressure_standard,dim_length_l,dim_sector_h,dim_semi_sector_h_22_30,dim_pn_non_aggressive,dim_pn_aggressive,dim_arc_length,dim_developed_length,dim_developed_b,dim_wall_s1,dim_wall_sk,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_inner_diameter,dim_straight_length_1,dim_height_h,dim_figure,dim_pipe_od,dim_pipe_wall,dim_dao,dim_wall_s2,dim_outer_d_branch,dim_length,dim_with_support,dim_support_d,dim_wall_branch,dim_dy,dim_dy1,dim_pn,dim_equal_pass,dim_temperature,dim_height_mm,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_h1_mm,dim_surface_area_m2,dim_volume_dm3,dim_d_inner,dim_flange_thickness,dim_pn_mpa,dim_page,dim_bolt_circle_d,dim_stud_count,dim_outer_diameter,dim_h4,dim_bolt_d,dim_flange_type,dim_seal_face,dim_series,dim_mass_kg,dim_thread_size,dim_length_mm,dim_strength_class,dim_nominal_d_mm,dim_washer_type,dim_accuracy_class,equal_pass,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock
ост-34-42-675-1984-900-40-920-11-900-920-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 920х11 исп. 40 Ст20 ОСТ 34-42-675-1984,900,900,920,11,920,11,,,,386.2,20,20,40,920х11,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-900-40-920-11-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1000-41-1020-11-1000-1020-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1020х11 исп. 41 Ст20 ОСТ 34-42-675-1984,1000,1000,1020,11,1020,11,,,,471.2,20,20,41,1020х11,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1000-41-1020-11-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1200-42-1220-11-1200-1220-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1220х11 исп. 42 Ст20 ОСТ 34-42-675-1984,1200,1200,1220,11,1220,11,,,,648,20,20,42,1220х11,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1200-42-1220-11-1200-1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1400-43-1420-14-1400-1420-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1420х14 исп. 43 Ст20 ОСТ 34-42-675-1984,1400,1400,1420,14,1420,14,,,,1114,20,20,43,1420х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1400-43-1420-14-1400-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-675-1984-1600-44-1595-14-1600-1595-20,ОСТ 34-42-675-1984,тройники,Тройники,ТР,Тройник 1595х14 исп. 44 Ст20 ОСТ 34-42-675-1984,1600,1600,1595,14,1595,14,,,,1320,20,20,44,1595х14,ОСТ 34-42-675-84,,,,,,,,,,,,ост-34-42-675-1984-1600-44-1595-14-1600-1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-100-01-108-6-25-32-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 108х6-32х2 исп. 01 Ст20 ОСТ 34-42-676-1984,100,25,108,6,32,2,,,,3.9,20,20,01,108х6-32х2,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-100-01-108-6-25-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-100-02-108-6-32-38-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 108х6-38х2 исп. 02 Ст20 ОСТ 34-42-676-1984,100,32,108,6,38,2,,,,3.91,20,20,02,108х6-38х2,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-100-02-108-6-32-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-100-03-108-6-50-57-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 108х6-57х3 исп. 03 Ст20 ОСТ 34-42-676-1984,100,50,108,6,57,3,,,,4.86,20,20,03,108х6-57х3,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-100-03-108-6-50-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-100-04-108-6-65-76-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 108х6-76х3 исп. 04 Ст20 ОСТ 34-42-676-1984,100,65,108,6,76,3,,,,4.91,20,20,04,108х6-76х3,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-100-04-108-6-65-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-100-05-108-6-80-89-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 108х6-89х3.5 исп. 05 Ст20 ОСТ 34-42-676-1984,100,80,108,6,89,3.5,,,,5.09,20,20,05,108х6-89х3.5,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-100-05-108-6-80-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-06-133-6-20-25-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-25х2 исп. 06 Ст20 ОСТ 34-42-676-1984,125,20,133,6,25,2,,,,4.8,20,20,06,133х6-25х2,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-06-133-6-20-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-07-133-6-25-32-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-32х2 исп. 07 Ст20 ОСТ 34-42-676-1984,125,25,133,6,32,2,,,,4.83,20,20,07,133х6-32х2,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-07-133-6-25-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-08-133-6-32-38-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-38х2 исп. 08 Ст20 ОСТ 34-42-676-1984,125,32,133,6,38,2,,,,4.84,20,20,08,133х6-38х2,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-08-133-6-32-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-09-133-6-50-57-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-57х3 исп. 09 Ст20 ОСТ 34-42-676-1984,125,50,133,6,57,3,,,,5.97,20,20,09,133х6-57х3,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-09-133-6-50-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-10-133-6-65-76-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-76х3 исп. 10 Ст20 ОСТ 34-42-676-1984,125,65,133,6,76,3,,,,6.02,20,20,10,133х6-76х3,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-10-133-6-65-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-100-1020-11-125-133-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х11-133х6 исп. 100 Ст20 ОСТ 34-42-676-1984,1000,125,1020,11,133,6,,,,165.7,20,20,100,1020х11-133х6,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-100-1020-11-125-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-101-1020-11-150-159-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х11-159х7 исп. 101 Ст20 ОСТ 34-42-676-1984,1000,150,1020,11,159,7,,,,166.34,20,20,101,1020х11-159х7,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-101-1020-11-150-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-102-1020-14-200-219-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-219х7 исп. 102 Ст20 ОСТ 34-42-676-1984,1000,200,1020,14,219,7,,,,262.24,20,20,102,1020х14-219х7,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-102-1020-14-200-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-103-1020-14-250-273-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-273х8 исп. 103 Ст20 ОСТ 34-42-676-1984,1000,250,1020,14,273,8,,,,262.6,20,20,103,1020х14-273х8,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-103-1020-14-250-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-104-1020-14-300-325-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-325х13 исп. 104 Ст20 ОСТ 34-42-676-1984,1000,300,1020,14,325,13,,,,271.8,20,20,104,1020х14-325х13,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-104-1020-14-300-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-105-1020-14-350-377-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-377х13 исп. 105 Ст20 ОСТ 34-42-676-1984,1000,350,1020,14,377,13,,,,272.74,20,20,105,1020х14-377х13,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-105-1020-14-350-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-106-1020-11-350-377-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х11-377х9 исп. 106 Ст20 ОСТ 34-42-676-1984,1000,350,1020,11,377,9,,,,211.27,20,20,106,1020х11-377х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-106-1020-11-350-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-107-1020-14-400-426-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-426х14 исп. 107 Ст20 ОСТ 34-42-676-1984,1000,400,1020,14,426,14,,,,365.3,20,20,107,1020х14-426х14,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-107-1020-14-400-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-108-1020-11-400-426-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х11-426х9 исп. 108 Ст20 ОСТ 34-42-676-1984,1000,400,1020,11,426,9,,,,281.3,20,20,108,1020х11-426х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-108-1020-11-400-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-109-1020-25-500-530-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х25-530х9 исп. 109 Ст20 ОСТ 34-42-676-1984,1000,500,1020,25,530,9,,,,592.8,20,20,109,1020х25-530х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-109-1020-25-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-11-133-6-80-89-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-89х3.5 исп. 11 Ст20 ОСТ 34-42-676-1984,125,80,133,6,89,3.5,,,,7.32,20,20,11,133х6-89х3.5,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-11-133-6-80-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-110-1020-14-500-530-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-530х9 исп. 110 Ст20 ОСТ 34-42-676-1984,1000,500,1020,14,530,9,,,,348.15,20,20,110,1020х14-530х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-110-1020-14-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-111-1020-25-600-630-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х25-630х9 исп. 111 Ст20 ОСТ 34-42-676-1984,1000,600,1020,25,630,9,,,,585.8,20,20,111,1020х25-630х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-111-1020-25-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-112-1020-14-600-630-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х14-630х9 исп. 112 Ст20 ОСТ 34-42-676-1984,1000,600,1020,14,630,9,,,,350.4,20,20,112,1020х14-630х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-112-1020-14-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-113-1020-25-700-720-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х25-720х9 исп. 113 Ст20 ОСТ 34-42-676-1984,1000,700,1020,25,720,9,,,,691.4,20,20,113,1020х25-720х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-113-1020-25-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-114-1020-18-700-720-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х18-720х9 исп. 114 Ст20 ОСТ 34-42-676-1984,1000,700,1020,18,720,9,,,,515,20,20,114,1020х18-720х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-114-1020-18-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-115-1020-25-800-820-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х25-820х9 исп. 115 Ст20 ОСТ 34-42-676-1984,1000,800,1020,25,820,9,,,,676.9,20,20,115,1020х25-820х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-115-1020-25-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-116-1020-18-800-820-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х18-820х9 исп. 116 Ст20 ОСТ 34-42-676-1984,1000,800,1020,18,820,9,,,,508.1,20,20,116,1020х18-820х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-116-1020-18-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-117-1020-25-900-920-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х25-920х11 исп. 117 Ст20 ОСТ 34-42-676-1984,1000,900,1020,25,920,11,,,,813.6,20,20,117,1020х25-920х11,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-117-1020-25-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1000-118-1020-18-900-920-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1020х18-920х11 исп. 118 Ст20 ОСТ 34-42-676-1984,1000,900,1020,18,920,11,,,,612,20,20,118,1020х18-920х11,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1000-118-1020-18-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-119-1220-14-300-325-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х14-325х8 исп. 119 Ст20 ОСТ 34-42-676-1984,1200,300,1220,14,325,8,,,,356.1,20,20,119,1220х14-325х8,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-119-1220-14-300-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-125-12-133-6-100-108-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 133х6-108х6 исп. 12 Ст20 ОСТ 34-42-676-1984,125,100,133,6,108,6,,,,8.28,20,20,12,133х6-108х6,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-125-12-133-6-100-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-120-1220-14-350-377-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х14-377х9 исп. 120 Ст20 ОСТ 34-42-676-1984,1200,350,1220,14,377,9,,,,356.7,20,20,120,1220х14-377х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-120-1220-14-350-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-121-1220-14-400-426-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х14-426х9 исп. 121 Ст20 ОСТ 34-42-676-1984,1200,400,1220,14,426,9,,,,419.7,20,20,121,1220х14-426х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-121-1220-14-400-426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-122-1220-14-500-530-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х14-530х9 исп. 122 Ст20 ОСТ 34-42-676-1984,1200,500,1220,14,530,9,,,,416.2,20,20,122,1220х14-530х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-122-1220-14-500-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-123-1220-18-600-630-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х18-630х9 исп. 123 Ст20 ОСТ 34-42-676-1984,1200,600,1220,18,630,9,,,,524,20,20,123,1220х18-630х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-123-1220-18-600-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-124-1220-18-700-720-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х18-720х9 исп. 124 Ст20 ОСТ 34-42-676-1984,1200,700,1220,18,720,9,,,,623.8,20,20,124,1220х18-720х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-124-1220-18-700-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-125-1220-18-800-820-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х18-820х9 исп. 125 Ст20 ОСТ 34-42-676-1984,1200,800,1220,18,820,9,,,,616.8,20,20,125,1220х18-820х9,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-125-1220-18-800-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-126-1220-18-900-920-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х18-920х11 исп. 126 Ст20 ОСТ 34-42-676-1984,1200,900,1220,18,920,11,,,,735.2,20,20,126,1220х18-920х11,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-126-1220-18-900-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-127-1220-25-1000-1020-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х25-1020х11 исп. 127 Ст20 ОСТ 34-42-676-1984,1200,1000,1220,25,1020,11,,,,961.5,20,20,127,1220х25-1020х11,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-127-1220-25-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1200-128-1220-14-1000-1020-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1220х14-1020х11 исп. 128 Ст20 ОСТ 34-42-676-1984,1200,1000,1220,14,1020,11,,,,594.1,20,20,128,1220х14-1020х11,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1200-128-1220-14-1000-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
ост-34-42-676-1984-1400-129-1420-18-200-219-20,ОСТ 34-42-676-1984,тройники,Тройники,ТР,Тройник 1420х18-219х7 исп. 129 Ст20 ОСТ 34-42-676-1984,1400,200,1420,18,219,7,,,,529.7,20,20,129,1420х18-219х7,ОСТ 34-42-676-84,,,,,,,,,,,,ост-34-42-676-1984-1400-129-1420-18-200-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,20,Нет,,onbackorder,no
