sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_height_mm,dim_gost_designation,description,attributes,dim_cap_kind,dim_dimension_a,dim_flange_height_mm,dim_outer_d_branch
гост-17379-2001-2-25-32-3---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 32х3 12Х18Н10Т ГОСТ 17379-2001,25,,32,3,,,,0.1,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,12Х18Н10Т,,,32х3,True,гост-17379-2001-2-25-32-3---1,2,15,32х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3 мм. Высота K 15 мм. Марка стали 12Х18Н10Т. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 32х3.,dn=25; outer_diameter=32; wall_thickness=3; mass_kg=0.1; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; height_mm=15; gost_designation=32х3; supervised=Да,,,,
гост-17379-2001-2-25-32-3---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 32х3 Ст20 ГОСТ 17379-2001,25,,32,3,,,,0.1,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,20,,,32х3,False,гост-17379-2001-2-25-32-3---1,2,15,32х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3 мм. Высота K 15 мм. Марка стали 20. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 32х3.,dn=25; outer_diameter=32; wall_thickness=3; mass_kg=0.1; material=20; execution=2; material_grade=20; height_mm=15; gost_designation=32х3,,,,
гост-17379-2001-2-25-32-3---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 32х3 13ХФА ГОСТ 17379-2001,25,,32,3,,,,0.1,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,13ХФА,,,32х3,False,гост-17379-2001-2-25-32-3---1,2,15,32х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3 мм. Высота K 15 мм. Марка стали 13ХФА. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 32х3.,dn=25; outer_diameter=32; wall_thickness=3; mass_kg=0.1; material=13ХФА; execution=2; material_grade=13ХФА; height_mm=15; gost_designation=32х3,,,,
гост-17379-2001-2-25-32-3---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 32х3 17Г1С ГОСТ 17379-2001,25,,32,3,,,,0.1,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,17Г1С,,,32х3,False,гост-17379-2001-2-25-32-3---1,2,15,32х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3 мм. Высота K 15 мм. Марка стали 17Г1С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 32х3.,dn=25; outer_diameter=32; wall_thickness=3; mass_kg=0.1; material=17Г1С; execution=2; material_grade=17Г1С; height_mm=15; gost_designation=32х3,,,,
гост-17379-2001-2-25-32-3---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 32х3 17Г1С ГОСТ 17379-2001,25,,32,3,,,,0.1,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,17Г1С,,,32х3,True,гост-17379-2001-2-25-32-3---1,2,15,32х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 25. Наружный диаметр D 32 мм. Толщина стенки T 3 мм. Высота K 15 мм. Марка стали 17Г1С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 32х3.,dn=25; outer_diameter=32; wall_thickness=3; mass_kg=0.1; material=17Г1С; execution=2; material_grade=17Г1С; height_mm=15; gost_designation=32х3; supervised=Да,,,,
гост-17379-2001-2-32-38-2---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х2 09Г2С ГОСТ 17379-2001,32,,38,2,,,,0.1,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,09Г2С,,,38х2,False,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 09Г2С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=09Г2С; execution=2; material_grade=09Г2С; height_mm=20; gost_designation=38х2,,,,
гост-17379-2001-2-32-38-2---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 38х2 09Г2С ГОСТ 17379-2001,32,,38,2,,,,0.1,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,09Г2С,,,38х2,True,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 09Г2С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=09Г2С; execution=2; material_grade=09Г2С; height_mm=20; gost_designation=38х2; supervised=Да,,,,
гост-17379-2001-2-32-38-2---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х2 12Х18Н10Т ГОСТ 17379-2001,32,,38,2,,,,0.1,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,12Х18Н10Т,,,38х2,False,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 12Х18Н10Т. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; height_mm=20; gost_designation=38х2,,,,
гост-17379-2001-2-32-38-2---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 38х2 12Х18Н10Т ГОСТ 17379-2001,32,,38,2,,,,0.1,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,12Х18Н10Т,,,38х2,True,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 12Х18Н10Т. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; height_mm=20; gost_designation=38х2; supervised=Да,,,,
гост-17379-2001-2-32-38-2---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х2 Ст20 ГОСТ 17379-2001,32,,38,2,,,,0.1,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,20,,,38х2,False,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 20. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=20; execution=2; material_grade=20; height_mm=20; gost_designation=38х2,,,,
гост-17379-2001-2-32-38-2---1-13хфа,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х2 13ХФА ГОСТ 17379-2001,32,,38,2,,,,0.1,13ХФА,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,13ХФА,,,38х2,False,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 13ХФА. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=13ХФА; execution=2; material_grade=13ХФА; height_mm=20; gost_designation=38х2,,,,
гост-17379-2001-2-32-38-2---1-17г1с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х2 17Г1С ГОСТ 17379-2001,32,,38,2,,,,0.1,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,17Г1С,,,38х2,False,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 17Г1С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=17Г1С; execution=2; material_grade=17Г1С; height_mm=20; gost_designation=38х2,,,,
гост-17379-2001-2-32-38-2---1-17г1сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 38х2 17Г1С ГОСТ 17379-2001,32,,38,2,,,,0.1,17Г1С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,17Г1С,,,38х2,True,гост-17379-2001-2-32-38-2---1,2,20,38х2,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 2 мм. Высота K 20 мм. Марка стали 17Г1С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х2.,dn=32; outer_diameter=38; wall_thickness=2; mass_kg=0.1; material=17Г1С; execution=2; material_grade=17Г1С; height_mm=20; gost_designation=38х2; supervised=Да,,,,
гост-17379-2001-2-32-38-3---1-09г2с,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х3 09Г2С ГОСТ 17379-2001,32,,38,3,,,,0.1,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,09Г2С,,,38х3,False,гост-17379-2001-2-32-38-3---1,2,20,38х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 3 мм. Высота K 20 мм. Марка стали 09Г2С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х3.,dn=32; outer_diameter=38; wall_thickness=3; mass_kg=0.1; material=09Г2С; execution=2; material_grade=09Г2С; height_mm=20; gost_designation=38х3,,,,
гост-17379-2001-2-32-38-3---1-09г2сP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 38х3 09Г2С ГОСТ 17379-2001,32,,38,3,,,,0.1,09Г2С,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,09Г2С,,,38х3,True,гост-17379-2001-2-32-38-3---1,2,20,38х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 3 мм. Высота K 20 мм. Марка стали 09Г2С. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х3.,dn=32; outer_diameter=38; wall_thickness=3; mass_kg=0.1; material=09Г2С; execution=2; material_grade=09Г2С; height_mm=20; gost_designation=38х3; supervised=Да,,,,
гост-17379-2001-2-32-38-3---1-12х18н10т,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х3 12Х18Н10Т ГОСТ 17379-2001,32,,38,3,,,,0.1,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,12Х18Н10Т,,,38х3,False,гост-17379-2001-2-32-38-3---1,2,20,38х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 3 мм. Высота K 20 мм. Марка стали 12Х18Н10Т. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х3.,dn=32; outer_diameter=38; wall_thickness=3; mass_kg=0.1; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; height_mm=20; gost_designation=38х3,,,,
гост-17379-2001-2-32-38-3---1-12х18н10тP,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка П 38х3 12Х18Н10Т ГОСТ 17379-2001,32,,38,3,,,,0.1,12Х18Н10Т,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,12Х18Н10Т,,,38х3,True,гост-17379-2001-2-32-38-3---1,2,20,38х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 3 мм. Высота K 20 мм. Марка стали 12Х18Н10Т. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х3.,dn=32; outer_diameter=38; wall_thickness=3; mass_kg=0.1; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; height_mm=20; gost_designation=38х3; supervised=Да,,,,
гост-17379-2001-2-32-38-3---1-20,ГОСТ 17379-2001,ГОСТ 17379-2001,заглушки,Заглушки,ЗЭ,Заглушка 38х3 Ст20 ГОСТ 17379-2001,32,,38,3,,,,0.1,20,1,pdf/отводы/ГОСТ_17379_2001.pdf,,,,,,2,,20,,,38х3,False,гост-17379-2001-2-32-38-3---1,2,20,38х3,Заглушка эллиптическая бесшовная приварная по ГОСТ 17379-2001. Исполнение 2. DN 32. Наружный диаметр D 38 мм. Толщина стенки T 3 мм. Высота K 20 мм. Марка стали 20. Масса 0.1 кг. Расчётное давление PN до 16 МПа. Температура от -70 до +450 °C. Условное обозначение: 38х3.,dn=32; outer_diameter=38; wall_thickness=3; mass_kg=0.1; material=20; execution=2; material_grade=20; height_mm=20; gost_designation=38х3,,,,
